DISTRITO,Fecha_Descarga,CDD,Addon,Soportes,Instalaciones,Recolecciones
ARAGON,2021-09-01,58,115,53,118,83
ARAGON,2021-09-02,63,142,47,119,88
ARAGON,2021-09-03,76,174,50,122,106
ARAGON,2021-09-04,84,192,44,146,93
ARAGON,2021-09-05,92,215,33,108,93
ARAGON,2021-09-06,98,225,26,77,107
ARAGON,2021-09-07,87,235,46,106,111
ARAGON,2021-09-08,89,257,52,124,110
ARAGON,2021-09-09,87,265,77,155,123
ARAGON,2021-09-10,95,281,40,135,122
ARAGON,2021-09-11,95,278,25,135,126
ARAGON,2021-09-12,84,256,20,132,138
ARAGON,2021-09-13,75,229,21,120,142
ARAGON,2021-09-14,82,234,43,109,137
ARAGON,2021-09-15,68,217,31,133,141
ARAGON,2021-09-16,66,224,11,98,139
ARAGON,2021-09-17,46,217,22,85,152
ARAGON,2021-09-18,46,173,47,114,145
ARAGON,2021-09-19,49,160,29,106,152
ARAGON,2021-09-20,39,141,21,96,165
ARAGON,2021-09-21,38,108,33,107,168
ARAGON,2021-09-22,43,91,32,101,173
ARAGON,2021-09-23,41,65,22,109,188
ARAGON,2021-09-24,31,59,23,110,203
ARAGON,2021-09-25,28,65,38,114,220
ARAGON,2021-09-26,29,63,27,109,238
ARAGON,2021-09-27,24,51,24,92,251
ARAGON,2021-09-28,26,54,47,92,241
ARAGON,2021-09-29,31,68,52,120,211
ARAGON,2021-09-30,43,82,44,126,204
ARAGON,2021-10-01,58,109,56,115,222
ARAGON,2021-10-02,58,113,31,118,225
ARAGON,2021-10-03,61,107,43,77,228
ARAGON,2021-10-04,37,81,27,62,213
ARAGON,2021-10-05,28,65,35,60,231
ARAGON,2021-10-06,26,38,29,60,231
ARAGON,2021-10-07,29,37,21,68,233
ARAGON,2021-10-08,28,31,31,80,213
ARAGON,2021-10-09,35,43,28,85,222
ARAGON,2021-10-10,28,36,16,83,221
ARAGON,2021-10-11,22,26,19,83,218
ARAGON,2021-10-12,26,36,23,84,218
ARAGON,2021-10-13,27,50,27,91,226
ARAGON,2021-10-14,28,58,38,92,229
ARAGON,2021-10-15,30,87,26,100,232
ARAGON,2021-10-16,34,110,25,105,238
ARAGON,2021-10-17,31,107,19,90,224
ARAGON,2021-10-18,26,83,26,90,219
ARAGON,2021-10-19,27,79,39,88,217
ARAGON,2021-10-20,28,80,26,110,206
ARAGON,2021-10-21,33,100,25,112,214
ARAGON,2021-10-22,35,108,25,108,201
ARAGON,2021-10-23,38,100,21,103,209
ARAGON,2021-10-24,33,99,19,92,211
ARAGON,2021-10-25,23,93,27,84,203
ARAGON,2021-10-26,25,118,24,97,185
ARAGON,2021-10-27,37,117,41,123,176
ARAGON,2021-10-28,36,112,20,124,162
ARAGON,2021-10-29,34,104,38,113,129
ARAGON,2021-10-30,40,86,31,114,138
ARAGON,2021-10-31,38,84,32,100,136
ARAGON,2021-11-01,37,62,12,53,139
ARAGON,2021-11-02,39,47,22,62,121
ARAGON,2021-11-03,30,37,12,57,121
ARAGON,2021-11-04,31,19,20,54,102
ARAGON,2021-11-05,29,23,21,64,83
ARAGON,2021-11-06,29,21,18,69,77
ARAGON,2021-11-07,19,32,26,60,69
ARAGON,2021-11-08,12,25,15,51,53
ARAGON,2021-11-09,12,27,25,76,34
ARAGON,2021-11-10,12,30,30,73,37
ARAGON,2021-11-11,18,46,20,83,35
ARAGON,2021-11-12,25,54,28,82,51
ARAGON,2021-11-13,33,54,23,107,49
ARAGON,2021-11-14,29,50,15,112,60
ARAGON,2021-11-15,22,56,10,84,77
ARAGON,2021-11-16,20,66,22,119,94
ARAGON,2021-11-17,21,79,25,166,107
ARAGON,2021-11-18,33,103,23,118,113
ARAGON,2021-11-19,29,122,19,117,116
ARAGON,2021-11-20,25,96,20,125,117
ARAGON,2021-11-21,24,91,18,113,114
ARAGON,2021-11-22,22,72,27,108,117
ARAGON,2021-11-23,27,55,26,109,103
ARAGON,2021-11-24,27,85,24,106,103
ARAGON,2021-11-25,32,59,29,126,102
ARAGON,2021-11-26,25,49,18,107,75
ARAGON,2021-11-27,21,52,20,116,74
ARAGON,2021-11-28,22,48,28,96,71
ARAGON,2021-11-29,19,56,14,86,57
ARAGON,2021-11-30,31,59,36,83,58
ARAGON,2021-12-01,36,69,35,74,74
ARAGON,2021-12-02,28,69,24,64,86
ARAGON,2021-12-03,26,73,23,59,76
ARAGON,2021-12-04,36,94,33,58,69
ARAGON,2021-12-05,38,80,32,60,59
ARAGON,2021-12-06,29,73,28,54,66
ARAGON,2021-12-07,27,72,36,53,62
ARAGON,2021-12-08,37,68,23,59,61
ARAGON,2021-12-09,40,66,19,62,56
ARAGON,2021-12-10,42,76,43,67,71
ARAGON,2021-12-11,38,88,39,62,64
ARAGON,2021-12-12,21,89,23,54,56
ARAGON,2021-12-13,11,40,18,41,48
ARAGON,2021-12-14,17,39,26,55,47
ARAGON,2021-12-15,28,61,25,67,59
ARAGON,2021-12-16,27,59,18,84,55
ARAGON,2021-12-17,22,76,26,84,50
ARAGON,2021-12-18,12,70,21,74,50
ARAGON,2021-12-19,10,48,18,81,36
ARAGON,2021-12-20,17,38,15,58,35
ARAGON,2021-12-21,15,49,20,58,49
ARAGON,2021-12-22,14,64,31,77,44
ARAGON,2021-12-23,10,68,30,90,34
ARAGON,2021-12-24,8,72,38,78,29
ARAGON,2021-12-25,5,58,14,46,23
ARAGON,2021-12-26,7,42,17,38,25
ARAGON,2021-12-27,5,32,14,49,18
ARAGON,2021-12-28,13,25,13,55,17
ARAGON,2021-12-29,13,16,29,57,19
ARAGON,2021-12-30,10,23,13,78,27
ARAGON,2021-12-31,12,38,12,63,21
ARAGON,2022-01-01,13,15,12,23,12
ARAGON,2022-01-02,9,21,14,21,21
ARAGON,2022-01-03,7,13,10,23,25
ARAGON,2022-01-04,13,23,20,45,20
ARAGON,2022-01-05,13,26,15,45,17
ARAGON,2022-01-06,12,15,19,52,23
ARAGON,2022-01-07,17,35,32,55,14
ARAGON,2022-01-08,26,33,18,70,28
ARAGON,2022-01-09,21,55,25,54,39
ARAGON,2022-01-10,16,54,25,54,38
ARAGON,2022-01-11,18,49,36,51,25
ARAGON,2022-01-12,17,47,26,56,28
ARAGON,2022-01-13,23,51,35,56,44
ARAGON,2022-01-14,13,66,20,51,37
ARAGON,2022-01-15,21,55,17,61,29
ARAGON,2022-01-16,25,56,30,53,27
ARAGON,2022-01-17,18,47,30,46,35
ARAGON,2022-01-18,27,55,37,36,41
ARAGON,2022-01-19,16,56,43,64,44
ARAGON,2022-01-20,16,64,24,62,43
ARAGON,2022-01-21,24,78,29,55,48
ARAGON,2022-01-22,29,65,16,59,46
ARAGON,2022-01-23,17,53,32,56,42
ARAGON,2022-01-24,18,35,17,48,38
ARAGON,2022-01-25,21,64,45,60,39
ARAGON,2022-01-26,29,78,27,70,46
ARAGON,2022-01-27,39,87,31,83,37
ARAGON,2022-01-28,44,60,52,95,35
ARAGON,2022-01-29,41,81,39,107,40
ARAGON,2022-01-30,36,89,40,103,34
ARAGON,2022-01-31,36,90,56,94,44
ARAGON,2022-02-01,38,107,43,91,57
ARAGON,2022-02-02,33,118,29,76,64
ARAGON,2022-02-03,42,113,23,86,60
ARAGON,2022-02-04,44,130,26,79,65
AZCAPOTZALCO,2021-08-16,92,127,19,63,62
AZCAPOTZALCO,2021-08-17,93,123,21,56,44
AZCAPOTZALCO,2021-08-18,66,110,32,56,35
AZCAPOTZALCO,2021-08-19,54,93,40,61,46
AZCAPOTZALCO,2021-08-20,50,81,41,76,47
AZCAPOTZALCO,2021-08-21,48,71,37,83,59
AZCAPOTZALCO,2021-08-22,43,64,29,76,62
AZCAPOTZALCO,2021-08-23,38,46,25,65,65
AZCAPOTZALCO,2021-08-24,35,54,31,83,66
AZCAPOTZALCO,2021-08-25,35,44,20,72,73
AZCAPOTZALCO,2021-08-26,33,42,35,84,81
AZCAPOTZALCO,2021-08-27,42,43,26,84,86
AZCAPOTZALCO,2021-08-28,48,50,48,87,45
AZCAPOTZALCO,2021-08-30,49,51,31,114,47
AZCAPOTZALCO,2021-08-31,65,72,50,107,63
AZCAPOTZALCO,2021-09-01,78,88,59,88,87
AZCAPOTZALCO,2021-09-02,91,110,77,111,112
AZCAPOTZALCO,2021-09-03,101,126,74,133,122
AZCAPOTZALCO,2021-09-04,102,152,65,133,123
AZCAPOTZALCO,2021-09-05,109,175,69,102,126
AZCAPOTZALCO,2021-09-06,107,190,69,69,132
AZCAPOTZALCO,2021-09-07,113,206,73,93,128
AZCAPOTZALCO,2021-09-08,115,208,93,109,105
AZCAPOTZALCO,2021-09-09,115,212,96,108,98
AZCAPOTZALCO,2021-09-10,113,218,59,137,95
AZCAPOTZALCO,2021-09-11,113,223,61,137,98
AZCAPOTZALCO,2021-09-12,101,219,48,109,109
AZCAPOTZALCO,2021-09-13,92,201,46,98,115
AZCAPOTZALCO,2021-09-14,94,207,48,109,114
AZCAPOTZALCO,2021-09-15,82,209,53,124,123
AZCAPOTZALCO,2021-09-16,82,201,45,118,129
AZCAPOTZALCO,2021-09-17,84,209,68,113,149
AZCAPOTZALCO,2021-09-18,82,215,72,97,159
AZCAPOTZALCO,2021-09-19,77,206,46,96,175
AZCAPOTZALCO,2021-09-20,74,189,38,95,180
AZCAPOTZALCO,2021-09-21,67,182,56,107,164
AZCAPOTZALCO,2021-09-22,64,192,63,111,148
AZCAPOTZALCO,2021-09-23,66,193,52,116,146
AZCAPOTZALCO,2021-09-24,65,176,59,123,156
AZCAPOTZALCO,2021-09-25,61,180,69,115,167
AZCAPOTZALCO,2021-09-26,63,179,50,108,172
AZCAPOTZALCO,2021-09-27,63,179,33,102,180
AZCAPOTZALCO,2021-09-28,70,175,52,104,174
AZCAPOTZALCO,2021-09-29,69,171,54,111,169
AZCAPOTZALCO,2021-09-30,80,163,46,104,176
AZCAPOTZALCO,2021-10-01,93,150,30,88,159
AZCAPOTZALCO,2021-10-02,89,153,53,87,178
AZCAPOTZALCO,2021-10-03,87,156,37,69,189
AZCAPOTZALCO,2021-10-04,84,135,48,61,188
AZCAPOTZALCO,2021-10-05,79,118,39,58,192
AZCAPOTZALCO,2021-10-06,69,94,28,58,197
AZCAPOTZALCO,2021-10-07,52,83,23,66,187
AZCAPOTZALCO,2021-10-08,41,46,35,81,184
AZCAPOTZALCO,2021-10-09,39,46,32,58,186
AZCAPOTZALCO,2021-10-10,32,36,18,75,195
AZCAPOTZALCO,2021-10-11,27,36,22,54,178
AZCAPOTZALCO,2021-10-12,33,38,19,60,163
AZCAPOTZALCO,2021-10-13,39,59,30,62,134
AZCAPOTZALCO,2021-10-14,33,56,30,75,131
AZCAPOTZALCO,2021-10-15,39,86,21,67,113
AZCAPOTZALCO,2021-10-16,40,83,41,86,117
AZCAPOTZALCO,2021-10-17,30,91,27,79,113
AZCAPOTZALCO,2021-10-18,26,101,20,61,118
AZCAPOTZALCO,2021-10-19,33,109,53,79,120
AZCAPOTZALCO,2021-10-20,37,102,33,80,129
AZCAPOTZALCO,2021-10-21,33,113,36,84,140
AZCAPOTZALCO,2021-10-22,32,108,19,69,132
AZCAPOTZALCO,2021-10-23,43,85,33,67,142
AZCAPOTZALCO,2021-10-24,48,64,25,66,145
AZCAPOTZALCO,2021-10-25,49,64,14,63,108
AZCAPOTZALCO,2021-10-26,50,123,23,76,102
AZCAPOTZALCO,2021-10-27,49,132,38,69,112
AZCAPOTZALCO,2021-10-28,51,104,26,86,121
AZCAPOTZALCO,2021-10-29,46,94,40,83,104
AZCAPOTZALCO,2021-10-30,43,90,38,83,91
AZCAPOTZALCO,2021-10-31,37,92,31,61,75
AZCAPOTZALCO,2021-11-01,39,74,17,37,53
AZCAPOTZALCO,2021-11-02,35,72,29,52,53
AZCAPOTZALCO,2021-11-03,40,53,16,50,61
AZCAPOTZALCO,2021-11-04,51,54,29,53,68
AZCAPOTZALCO,2021-11-05,55,54,25,47,57
AZCAPOTZALCO,2021-11-06,49,50,25,53,41
AZCAPOTZALCO,2021-11-07,35,44,19,34,28
AZCAPOTZALCO,2021-11-08,26,45,28,30,4
AZCAPOTZALCO,2021-11-09,25,40,22,56,9
AZCAPOTZALCO,2021-11-10,32,52,20,56,24
AZCAPOTZALCO,2021-11-11,35,61,24,76,31
AZCAPOTZALCO,2021-11-12,45,79,35,87,31
AZCAPOTZALCO,2021-11-13,45,50,31,98,40
AZCAPOTZALCO,2021-11-14,39,57,20,102,58
AZCAPOTZALCO,2021-11-15,33,63,22,104,59
AZCAPOTZALCO,2021-11-16,38,84,25,117,69
AZCAPOTZALCO,2021-11-17,41,77,57,157,77
AZCAPOTZALCO,2021-11-18,44,99,38,130,81
AZCAPOTZALCO,2021-11-19,53,119,40,128,91
AZCAPOTZALCO,2021-11-20,60,121,31,121,81
AZCAPOTZALCO,2021-11-21,61,121,17,91,97
AZCAPOTZALCO,2021-11-22,62,114,14,92,96
AZCAPOTZALCO,2021-11-23,66,116,42,83,94
AZCAPOTZALCO,2021-11-24,66,121,44,91,110
AZCAPOTZALCO,2021-11-25,52,119,49,88,123
AZCAPOTZALCO,2021-11-26,50,94,46,94,124
AZCAPOTZALCO,2021-11-27,50,105,42,90,111
AZCAPOTZALCO,2021-11-28,40,80,53,92,92
AZCAPOTZALCO,2021-11-29,37,80,50,91,83
AZCAPOTZALCO,2021-11-30,53,79,53,85,70
AZCAPOTZALCO,2021-12-01,52,75,56,74,73
AZCAPOTZALCO,2021-12-02,56,90,66,66,77
AZCAPOTZALCO,2021-12-03,50,87,56,68,82
AZCAPOTZALCO,2021-12-04,53,98,63,71,67
AZCAPOTZALCO,2021-12-05,49,83,44,60,74
AZCAPOTZALCO,2021-12-06,42,46,39,70,60
AZCAPOTZALCO,2021-12-07,48,119,63,63,47
AZCAPOTZALCO,2021-12-08,52,145,54,69,54
AZCAPOTZALCO,2021-12-09,55,227,61,58,44
AZCAPOTZALCO,2021-12-10,54,249,51,70,56
AZCAPOTZALCO,2021-12-11,56,234,48,69,63
AZCAPOTZALCO,2021-12-12,37,199,31,62,58
AZCAPOTZALCO,2021-12-13,35,170,36,55,60
AZCAPOTZALCO,2021-12-14,29,149,57,68,47
AZCAPOTZALCO,2021-12-15,38,121,27,60,61
AZCAPOTZALCO,2021-12-16,37,89,29,53,54
AZCAPOTZALCO,2021-12-17,43,71,31,73,63
AZCAPOTZALCO,2021-12-18,45,55,34,74,41
AZCAPOTZALCO,2021-12-19,35,51,21,72,39
AZCAPOTZALCO,2021-12-20,32,38,28,52,37
AZCAPOTZALCO,2021-12-21,26,36,43,62,34
AZCAPOTZALCO,2021-12-22,26,44,42,64,26
AZCAPOTZALCO,2021-12-23,25,34,49,67,16
AZCAPOTZALCO,2021-12-24,35,49,46,58,13
AZCAPOTZALCO,2021-12-25,34,35,24,41,16
AZCAPOTZALCO,2021-12-26,36,31,28,35,24
AZCAPOTZALCO,2021-12-27,23,29,22,47,4
AZCAPOTZALCO,2021-12-28,26,20,25,44,21
AZCAPOTZALCO,2021-12-29,26,27,17,55,17
AZCAPOTZALCO,2021-12-30,20,28,30,49,12
AZCAPOTZALCO,2021-12-31,23,18,16,44,10
AZCAPOTZALCO,2022-01-01,27,14,19,31,11
AZCAPOTZALCO,2022-01-02,31,15,24,21,29
AZCAPOTZALCO,2022-01-03,21,24,19,33,26
AZCAPOTZALCO,2022-01-04,25,22,31,45,23
AZCAPOTZALCO,2022-01-05,28,21,47,42,17
AZCAPOTZALCO,2022-01-06,31,14,23,53,9
AZCAPOTZALCO,2022-01-07,28,31,37,51,17
AZCAPOTZALCO,2022-01-08,32,37,28,52,32
AZCAPOTZALCO,2022-01-09,23,33,31,34,35
AZCAPOTZALCO,2022-01-10,18,16,20,38,35
AZCAPOTZALCO,2022-01-11,21,21,26,34,17
AZCAPOTZALCO,2022-01-12,21,27,20,48,24
AZCAPOTZALCO,2022-01-13,22,20,20,42,6
AZCAPOTZALCO,2022-01-14,26,39,27,50,22
AZCAPOTZALCO,2022-01-15,41,48,30,60,21
AZCAPOTZALCO,2022-01-16,38,50,25,60,20
AZCAPOTZALCO,2022-01-17,37,50,26,41,31
AZCAPOTZALCO,2022-01-18,45,59,45,40,45
AZCAPOTZALCO,2022-01-19,38,74,24,52,35
AZCAPOTZALCO,2022-01-20,26,64,34,38,28
AZCAPOTZALCO,2022-01-21,28,56,18,36,26
AZCAPOTZALCO,2022-01-22,31,40,18,54,22
AZCAPOTZALCO,2022-01-23,20,24,19,42,14
AZCAPOTZALCO,2022-01-24,14,21,7,41,17
AZCAPOTZALCO,2022-01-25,20,31,29,53,19
AZCAPOTZALCO,2022-01-26,26,35,22,60,36
AZCAPOTZALCO,2022-01-27,32,48,31,71,19
AZCAPOTZALCO,2022-01-28,36,55,38,86,12
AZCAPOTZALCO,2022-01-29,45,66,18,88,8
AZCAPOTZALCO,2022-01-30,42,59,23,84,16
AZCAPOTZALCO,2022-01-31,44,56,33,62,22
AZCAPOTZALCO,2022-02-01,44,60,28,60,31
AZCAPOTZALCO,2022-02-02,36,50,31,55,34
AZCAPOTZALCO,2022-02-03,38,46,38,51,21
AZCAPOTZALCO,2022-02-04,29,47,15,62,19
CANCUN,2021-08-16,24,26,19,121,50
CANCUN,2021-08-17,25,28,23,109,52
CANCUN,2021-08-18,31,28,31,113,40
CANCUN,2021-08-19,39,31,37,129,50
CANCUN,2021-08-20,50,36,174,119,58
CANCUN,2021-08-21,52,51,232,157,63
CANCUN,2021-08-22,57,62,201,168,71
CANCUN,2021-08-23,62,64,167,160,78
CANCUN,2021-08-24,71,76,92,196,93
CANCUN,2021-08-25,49,71,81,210,102
CANCUN,2021-08-26,43,59,66,213,116
CANCUN,2021-08-27,39,63,54,219,131
CANCUN,2021-08-28,39,56,45,223,149
CANCUN,2021-08-30,32,38,37,170,126
CANCUN,2021-08-31,35,50,52,164,92
CANCUN,2021-09-01,32,57,62,145,102
CANCUN,2021-09-02,41,61,47,168,99
CANCUN,2021-09-03,44,69,41,226,99
CANCUN,2021-09-04,52,53,44,206,83
CANCUN,2021-09-05,56,57,26,183,86
CANCUN,2021-09-06,61,64,31,161,82
CANCUN,2021-09-07,52,58,44,163,84
CANCUN,2021-09-08,49,60,51,192,78
CANCUN,2021-09-09,44,59,46,239,81
CANCUN,2021-09-10,46,64,44,198,89
CANCUN,2021-09-11,43,59,47,198,100
CANCUN,2021-09-12,41,44,54,210,110
CANCUN,2021-09-13,38,46,45,164,113
CANCUN,2021-09-14,42,49,41,164,117
CANCUN,2021-09-15,41,52,32,180,131
CANCUN,2021-09-16,45,45,44,171,133
CANCUN,2021-09-17,41,44,25,145,150
CANCUN,2021-09-18,42,47,51,139,156
CANCUN,2021-09-19,41,45,30,147,174
CANCUN,2021-09-20,35,33,22,115,178
CANCUN,2021-09-21,37,32,30,133,191
CANCUN,2021-09-22,37,27,15,144,201
CANCUN,2021-09-23,28,22,21,154,213
CANCUN,2021-09-24,23,8,20,168,223
CANCUN,2021-09-25,26,15,26,163,228
CANCUN,2021-09-26,22,18,25,124,232
CANCUN,2021-09-27,13,17,19,117,236
CANCUN,2021-09-28,13,11,29,139,247
CANCUN,2021-09-29,14,14,20,165,248
CANCUN,2021-09-30,24,26,26,188,253
CANCUN,2021-10-01,29,29,32,172,271
CANCUN,2021-10-02,36,37,33,171,283
CANCUN,2021-10-03,35,28,9,151,284
CANCUN,2021-10-04,32,23,14,113,267
CANCUN,2021-10-05,20,27,19,139,254
CANCUN,2021-10-06,29,29,21,149,259
CANCUN,2021-10-07,29,24,28,151,255
CANCUN,2021-10-08,33,25,21,161,244
CANCUN,2021-10-09,37,21,26,175,210
CANCUN,2021-10-10,34,23,24,165,194
CANCUN,2021-10-11,24,20,23,135,132
CANCUN,2021-10-12,30,23,23,160,99
CANCUN,2021-10-13,34,23,29,169,67
CANCUN,2021-10-14,36,30,26,175,63
CANCUN,2021-10-15,23,41,22,202,43
CANCUN,2021-10-16,40,41,34,189,46
CANCUN,2021-10-17,42,42,23,160,56
CANCUN,2021-10-18,28,33,30,128,46
CANCUN,2021-10-19,30,31,21,126,36
CANCUN,2021-10-20,29,28,25,143,46
CANCUN,2021-10-21,28,33,39,154,49
CANCUN,2021-10-22,27,26,39,162,60
CANCUN,2021-10-23,26,32,22,164,64
CANCUN,2021-10-24,22,34,18,142,57
CANCUN,2021-10-25,17,22,24,129,60
CANCUN,2021-10-26,20,44,26,148,55
CANCUN,2021-10-27,26,40,44,159,64
CANCUN,2021-10-28,26,36,34,163,54
CANCUN,2021-10-29,22,23,26,159,47
CANCUN,2021-10-30,29,26,23,161,34
CANCUN,2021-10-31,26,14,9,131,31
CANCUN,2021-11-01,23,12,14,95,33
CANCUN,2021-11-02,15,13,16,114,22
CANCUN,2021-11-03,17,15,19,113,28
CANCUN,2021-11-04,18,19,21,112,29
CANCUN,2021-11-05,18,20,31,106,29
CANCUN,2021-11-06,18,12,19,119,39
CANCUN,2021-11-07,14,15,15,85,45
CANCUN,2021-11-08,13,8,16,78,30
CANCUN,2021-11-09,15,12,31,116,25
CANCUN,2021-11-10,19,22,24,113,32
CANCUN,2021-11-11,16,22,16,122,23
CANCUN,2021-11-12,14,29,24,167,17
CANCUN,2021-11-13,17,23,22,178,22
CANCUN,2021-11-14,19,20,9,150,20
CANCUN,2021-11-15,14,16,10,146,27
CANCUN,2021-11-16,17,22,17,140,33
CANCUN,2021-11-17,22,20,25,127,38
CANCUN,2021-11-18,16,24,21,137,40
CANCUN,2021-11-19,17,20,17,151,39
CANCUN,2021-11-20,21,24,37,153,45
CANCUN,2021-11-21,23,27,22,143,49
CANCUN,2021-11-22,23,15,17,118,38
CANCUN,2021-11-23,19,25,37,154,37
CANCUN,2021-11-24,16,18,40,143,46
CANCUN,2021-11-25,15,18,30,149,35
CANCUN,2021-11-26,17,15,33,138,37
CANCUN,2021-11-27,18,20,29,146,42
CANCUN,2021-11-28,13,14,24,125,50
CANCUN,2021-11-29,9,8,23,118,38
CANCUN,2021-11-30,15,15,39,139,26
CANCUN,2021-12-01,17,14,45,119,40
CANCUN,2021-12-02,16,16,29,137,42
CANCUN,2021-12-03,21,23,27,142,54
CANCUN,2021-12-04,23,30,30,149,65
CANCUN,2021-12-05,18,30,24,115,66
CANCUN,2021-12-06,15,27,33,105,57
CANCUN,2021-12-07,19,120,32,128,56
CANCUN,2021-12-08,25,143,53,153,51
CANCUN,2021-12-09,29,150,44,157,57
CANCUN,2021-12-10,27,132,38,162,55
CANCUN,2021-12-11,22,99,39,159,57
CANCUN,2021-12-12,22,62,39,140,56
CANCUN,2021-12-13,18,43,28,127,50
CANCUN,2021-12-14,25,39,41,136,43
CANCUN,2021-12-15,24,46,30,147,52
CANCUN,2021-12-16,25,44,34,163,51
CANCUN,2021-12-17,24,45,50,164,58
CANCUN,2021-12-18,29,54,51,152,62
CANCUN,2021-12-19,23,54,52,123,63
CANCUN,2021-12-20,15,45,24,105,53
CANCUN,2021-12-21,22,41,33,133,41
CANCUN,2021-12-22,33,41,34,127,32
CANCUN,2021-12-23,29,46,32,108,28
CANCUN,2021-12-24,25,45,26,131,23
CANCUN,2021-12-25,21,29,21,110,21
CANCUN,2021-12-26,18,25,22,91,29
CANCUN,2021-12-27,11,22,18,109,16
CANCUN,2021-12-28,14,23,30,116,20
CANCUN,2021-12-29,16,29,31,141,20
CANCUN,2021-12-30,19,27,33,152,24
CANCUN,2021-12-31,18,24,35,119,23
CANCUN,2022-01-01,15,11,22,93,17
CANCUN,2022-01-02,17,16,19,84,28
CANCUN,2022-01-03,10,13,25,79,22
CANCUN,2022-01-04,10,18,35,99,30
CANCUN,2022-01-05,23,19,28,106,22
CANCUN,2022-01-06,19,24,29,95,27
CANCUN,2022-01-07,13,22,26,108,31
CANCUN,2022-01-08,21,21,23,114,34
CANCUN,2022-01-09,24,19,23,116,42
CANCUN,2022-01-10,16,12,31,105,38
CANCUN,2022-01-11,28,22,33,129,36
CANCUN,2022-01-12,26,27,33,127,31
CANCUN,2022-01-13,29,36,23,114,36
CANCUN,2022-01-14,25,41,26,119,40
CANCUN,2022-01-15,27,38,42,129,38
CANCUN,2022-01-16,23,38,29,112,33
CANCUN,2022-01-17,21,28,18,102,43
CANCUN,2022-01-18,21,36,46,118,36
CANCUN,2022-01-19,23,29,47,117,24
CANCUN,2022-01-20,26,47,32,129,46
CANCUN,2022-01-21,25,56,53,108,45
CANCUN,2022-01-22,33,55,49,127,53
CANCUN,2022-01-23,24,38,45,113,49
CANCUN,2022-01-24,21,25,38,114,47
CANCUN,2022-01-25,33,29,45,93,59
CANCUN,2022-01-26,29,31,47,156,54
CANCUN,2022-01-27,35,38,48,166,59
CANCUN,2022-01-28,38,42,26,149,65
CANCUN,2022-01-29,48,41,35,166,55
CANCUN,2022-01-30,37,46,27,146,54
CANCUN,2022-01-31,38,41,23,110,53
CANCUN,2022-02-01,31,43,27,110,49
CANCUN,2022-02-02,30,44,26,115,57
CANCUN,2022-02-03,33,52,34,143,60
CANCUN,2022-02-04,31,45,38,177,46
CELAYA,2021-08-16,13,9,6,46,30
CELAYA,2021-08-17,17,11,8,50,30
CELAYA,2021-08-18,21,22,7,42,36
CELAYA,2021-08-19,26,23,8,40,42
CELAYA,2021-08-20,24,26,16,39,43
CELAYA,2021-08-21,22,26,12,35,49
CELAYA,2021-08-22,13,25,8,24,50
CELAYA,2021-08-23,14,30,11,23,53
CELAYA,2021-08-24,12,28,11,36,67
CELAYA,2021-08-25,10,14,7,39,71
CELAYA,2021-08-26,10,9,2,31,68
CELAYA,2021-08-27,7,4,3,46,66
CELAYA,2021-08-28,7,11,8,37,59
CELAYA,2021-08-30,7,19,15,36,53
CELAYA,2021-08-31,12,18,11,42,57
CELAYA,2021-09-01,15,23,10,20,64
CELAYA,2021-09-02,14,23,11,27,68
CELAYA,2021-09-03,22,32,18,30,72
CELAYA,2021-09-04,28,28,13,35,75
CELAYA,2021-09-05,30,38,6,36,78
CELAYA,2021-09-06,35,42,9,21,82
CELAYA,2021-09-07,24,42,10,32,85
CELAYA,2021-09-08,23,42,13,34,97
CELAYA,2021-09-09,12,44,7,33,107
CELAYA,2021-09-10,12,27,10,34,111
CELAYA,2021-09-11,8,26,6,34,114
CELAYA,2021-09-12,8,20,10,30,117
CELAYA,2021-09-13,8,23,5,23,114
CELAYA,2021-09-14,9,15,7,30,85
CELAYA,2021-09-15,9,29,9,42,86
CELAYA,2021-09-16,11,28,10,23,80
CELAYA,2021-09-17,12,25,4,26,77
CELAYA,2021-09-18,11,31,5,26,87
CELAYA,2021-09-19,11,20,8,29,84
CELAYA,2021-09-20,10,17,8,23,85
CELAYA,2021-09-21,12,21,10,18,88
CELAYA,2021-09-22,8,14,16,27,79
CELAYA,2021-09-23,13,12,8,28,82
CELAYA,2021-09-24,13,15,13,30,90
CELAYA,2021-09-25,8,18,7,33,99
CELAYA,2021-09-26,9,14,3,33,100
CELAYA,2021-09-27,6,14,6,32,94
CELAYA,2021-09-28,4,16,10,32,71
CELAYA,2021-09-29,7,11,13,55,73
CELAYA,2021-09-30,9,19,21,64,77
CELAYA,2021-10-01,15,24,20,49,83
CELAYA,2021-10-02,20,27,20,50,88
CELAYA,2021-10-03,20,20,11,40,85
CELAYA,2021-10-04,17,16,5,29,85
CELAYA,2021-10-05,17,16,13,24,85
CELAYA,2021-10-06,21,25,10,27,85
CELAYA,2021-10-07,21,23,14,30,91
CELAYA,2021-10-08,22,27,18,39,95
CELAYA,2021-10-09,21,18,13,29,99
CELAYA,2021-10-10,12,11,4,29,100
CELAYA,2021-10-11,11,11,4,21,100
CELAYA,2021-10-12,11,16,15,25,108
CELAYA,2021-10-13,12,22,12,25,113
CELAYA,2021-10-14,14,31,4,30,120
CELAYA,2021-10-15,10,31,6,25,117
